"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Duane Walker","- - -","392","979","24","95","99","25","10.5 %","19.4 %",".138",".264",".229",".311",".367",".305","87","0.9","-13.7","-8.6","1.0","1013513"
"Will Middlebrooks","- - -","347","1234","43","119","155","10","5.2 %","26.3 %",".163",".277",".228",".272",".391",".288","76","-2.1","-35.2","5.1","1.0","7002"
"Greg Briley","- - -","598","1670","29","172","135","65","7.4 %","15.6 %",".119",".285",".253",".310",".372",".308","89","2.8","-19.9","-25.7","1.0","1001431"
"Mike Jorgensen","- - -","672","1188","21","121","127","8","12.4 %","16.3 %",".113",".272",".237",".333",".349",".311","94","-1.7","-9.6","-19.3","1.0","1006622"
"Matt Franco","- - -","661","1113","22","110","117","2","11.1 %","14.2 %",".124",".297",".267",".349",".391",".325","94","-4.3","-13.0","-13.2","1.0","1499"
"Jeff Tackett","Orioles","136","382","7","35","42","0","9.7 %","18.6 %",".119",".252",".217",".300",".336",".291","75","0.0","-11.4","8.6","1.0","1012809"
"Scott Stahoviak","Twins","344","1153","27","135","119","13","10.1 %","24.0 %",".154",".324",".256",".335",".410",".328","89","-1.1","-16.0","-14.5","1.0","1012384"
"Cameron Rupp","Phillies","296","1127","39","100","124","2","7.7 %","28.7 %",".173",".300",".234",".298",".407",".303","86","-8.2","-27.0","1.0","1.0","11146"
"Ian Kennedy","- - -","357","399","1","21","18","0","8.3 %","38.6 %",".050",".244",".131",".213",".181",".188","8","-0.2","-43.0","40.1","1.0","6986"
"Willie Bloomquist","- - -","1055","3136","18","398","225","133","6.0 %","15.8 %",".073",".317",".269",".316",".342",".293","78","13.4","-72.8","-21.5","1.0","1066"
"Mark Leonard","- - -","168","374","8","37","41","0","11.2 %","20.1 %",".143",".266",".227",".319",".371",".312","97","-0.8","-2.1","-0.4","1.0","1007537"
"Larry Hisle","Brewers","79","317","15","52","46","2","11.4 %","17.7 %",".204",".256",".248",".338",".453",".350","120","0.0","7.5","-8.4","1.0","1005858"
"Steve Trachsel","- - -","415","768","3","49","40","1","3.4 %","26.0 %",".043",".229",".163",".197",".206",".184","1","-0.3","-98.2","82.8","1.0","898"
"John Mabry","- - -","1322","3765","96","382","446","7","7.5 %","19.0 %",".142",".306",".263",".322",".405",".316","88","-10.1","-67.2","-47.2","1.0","1381"
"Brett Carroll","- - -","180","324","5","48","28","2","6.5 %","25.9 %",".118",".264",".201",".280",".319",".266","56","2.5","-15.4","14.7","1.0","8066"
"German Rivera","- - -","120","314","2","24","19","1","8.6 %","12.7 %",".096",".290",".257",".322",".354",".300","91","-0.2","-3.6","2.5","1.0","1011001"
"Rusney Castillo","Red Sox","99","337","7","45","35","7","4.7 %","18.7 %",".117",".306",".262",".301",".379",".298","83","-1.2","-8.0","5.6","0.9","17016"
"Roger Bernadina","- - -","548","1480","28","159","121","59","8.2 %","21.3 %",".118",".288",".236",".307",".354",".295","81","8.7","-24.2","-11.7","0.9","6421"
"John McDonald","- - -","1100","2651","28","276","210","34","4.5 %","14.3 %",".089",".264",".233",".273",".323",".264","56","-0.5","-143.3","63.0","0.9","395"
"Jerry Dybzinski","- - -","468","1037","3","108","93","32","6.8 %","10.5 %",".056",".261",".234",".293",".290",".270","63","1.2","-44.4","20.2","0.9","1003610"
"Jerry Owens","White Sox","129","430","1","49","18","36","7.0 %","16.7 %",".043",".319",".262",".319",".305",".286","65","6.7","-12.0","6.7","0.9","6002"
"Billy Burns","- - -","242","899","5","114","55","46","4.0 %","13.2 %",".083",".308",".270",".308",".353",".289","81","9.3","-10.7","-10.8","0.9","12701"
"Jhoulys Chacin","- - -","262","399","2","16","22","1","2.8 %","21.6 %",".039",".234",".183",".209",".223",".193","3","0.0","-46.2","42.7","0.9","2608"
"Zach Duke","- - -","576","375","2","17","23","0","3.2 %","31.5 %",".041",".275",".179",".208",".220",".194","9","-0.2","-43.0","40.2","0.9","3840"
"Ryan Flaherty","- - -","547","1474","37","152","142","10","7.6 %","24.4 %",".131",".265",".215",".284",".345",".277","70","4.4","-47.5","7.2","0.9","7888"
"Skip Schumaker","- - -","1149","3582","28","416","284","26","7.8 %","13.3 %",".086",".317",".278",".337",".364",".312","93","-8.5","-38.9","-61.2","0.9","3704"
"Scott Hemond","- - -","298","687","12","79","58","23","9.5 %","23.6 %",".109",".275",".217",".295",".326",".284","72","-0.9","-25.2","11.5","0.9","1005621"
"Ken Hill","- - -","261","426","1","22","21","0","5.6 %","22.1 %",".036",".205",".150",".209",".186",".189","10","0.0","-45.8","40.3","0.9","1005827"
"Ron Gardenhire","Mets","285","777","4","57","49","13","5.9 %","15.7 %",".063",".273",".232",".277",".296",".259","61","-0.9","-35.2","18.7","0.9","1004514"
"Phil Gosselin","- - -","320","647","7","77","42","7","6.0 %","19.6 %",".092",".322",".263",".312",".355",".293","78","4.1","-13.5","1.3","0.9","10953"
"Wayne Tolleson","- - -","863","2614","9","301","133","108","8.4 %","14.7 %",".052",".284",".241",".307",".293",".278","69","4.6","-93.1","16.4","0.9","1013103"
"Brayan Pena","- - -","638","1950","23","136","164","6","5.4 %","11.0 %",".092",".280",".259",".299",".351",".286","75","-28.2","-85.5","30.4","0.9","3231"
"Adonis Garcia","Braves","244","944","29","104","110","7","3.8 %","16.0 %",".147",".292",".267",".300",".414",".306","89","-3.6","-17.5","-3.8","0.9","13777"
"Kennys Vargas","Twins","236","859","35","104","116","0","7.6 %","29.2 %",".185",".322",".252",".311",".437",".322","100","-1.9","-1.5","-18.3","0.9","12101"
"Midre Cummings","- - -","460","1229","22","136","124","9","7.6 %","16.3 %",".128",".294",".257",".318",".385",".311","81","-0.4","-31.0","-1.8","0.9","1927"
"Phillip Ervin","Reds","200","571","17","65","64","14","7.4 %","24.2 %",".176",".322",".262",".326",".438",".325","98","3.5","2.3","-11.7","0.9","14738"
"Bobby Mitchell","- - -","202","707","3","75","43","9","11.9 %","11.0 %",".065",".274",".243",".336",".308",".298","77","-2.2","-21.0","7.5","0.9","1008996"
"Andrew Romine","- - -","585","1323","10","149","81","40","6.2 %","21.7 %",".065",".301",".235",".291",".301",".265","63","6.4","-51.1","15.6","0.9","1159"
"Joel Skinner","- - -","564","1551","17","119","136","3","5.2 %","25.0 %",".083",".299",".228",".269",".311",".263","60","-2.6","-77.6","35.4","0.9","1012039"
"Craig Wilson","White Sox","139","418","7","54","40","3","7.4 %","9.3 %",".105",".287",".272",".328",".376",".315","81","0.2","-10.7","4.5","0.9","1014069"
"Matt Downs","- - -","254","582","20","58","66","3","6.9 %","20.3 %",".176",".258",".230",".296",".406",".308","91","-1.8","-8.5","-1.1","0.9","957"
"Mickey Brantley","Mariners","302","1222","32","154","125","34","5.5 %","11.1 %",".148",".269",".259",".300",".407",".313","89","0.6","-14.2","-16.9","0.9","1001360"
"Bud Harrelson","- - -","140","306","1","33","16","7","13.7 %","12.1 %",".060",".318",".275",".380",".335",".336","107","-1.4","1.2","-3.5","0.9","1005387"
"Kerry Wood","- - -","449","404","7","23","32","0","2.7 %","28.2 %",".078",".230",".171",".196",".249",".196","9","0.0","-47.2","42.9","0.9","304"
"Tom Wilson","- - -","214","626","15","75","76","0","9.3 %","27.0 %",".134",".332",".253",".327",".386",".316","88","0.5","-9.0","-3.9","0.9","1328"
"Pete Kozma","- - -","341","813","5","89","62","8","7.7 %","21.4 %",".076",".272",".215",".278",".291",".250","54","4.1","-39.1","21.8","0.9","2539"
"Andy Benes","- - -","393","880","8","48","50","0","3.9 %","34.9 %",".061",".228",".143",".186",".204",".180","-1","0.0","-110.0","89.6","0.8","1144"
"Jesse Levis","- - -","319","752","3","66","60","2","10.1 %","8.8 %",".052",".277",".255",".336",".307",".298","72","0.3","-27.7","9.7","0.8","1007569"
"Luis Cruz","- - -","195","652","7","57","57","4","3.7 %","12.0 %",".082",".258",".234",".272",".316",".260","59","-0.2","-31.4","19.5","0.8","3188"
"Floyd Rayford","- - -","390","1115","38","112","117","4","4.9 %","20.2 %",".152",".276",".244",".283",".397",".302","86","-1.3","-19.9","-8.9","0.8","1010724"
"Scott Leius","- - -","557","1727","28","214","172","16","9.3 %","13.7 %",".109",".270",".244",".316",".353",".303","78","-3.1","-52.6","2.2","0.8","1007505"
"Bob Molinaro","- - -","285","555","8","65","62","23","8.1 %","7.6 %",".108",".271",".264",".331",".372",".313","92","1.0","-4.4","-5.8","0.8","1009039"
"Johnny Giavotella","- - -","360","1344","14","148","125","15","4.8 %","13.2 %",".104",".285",".255",".294",".359",".285","78","1.1","-32.9","-4.3","0.8","6740"
"Derek Lowe","- - -","608","534","1","30","25","1","5.4 %","24.2 %",".037",".208",".149",".201",".186",".181","3","0.0","-65.6","56.3","0.8","199"
"Dan Graham","- - -","143","446","17","39","65","0","6.1 %","16.1 %",".153",".250",".240",".284",".393",".303","88","0.0","-5.3","-1.2","0.8","1004928"
"Robert Machado","- - -","253","694","11","66","61","0","6.5 %","19.5 %",".115",".274",".230",".282",".344",".273","61","0.7","-34.3","19.3","0.8","289"
"Chip Hale","- - -","333","652","7","62","78","2","8.9 %","10.4 %",".087",".299",".277",".346",".363",".320","88","-0.9","-10.7","-2.8","0.8","1005220"
"Corky Miller","- - -","216","616","11","43","67","1","8.0 %","20.0 %",".113",".226",".193",".277",".306",".263","54","-1.9","-38.1","25.9","0.8","342"
"Roosevelt Brown","Cubs","228","491","11","44","69","3","7.3 %","20.0 %",".156",".296",".251",".311",".407",".314","86","-1.2","-9.9","2.3","0.8","268"
"Chris Jones","- - -","548","1119","30","155","131","26","6.6 %","25.6 %",".152",".319",".252",".303",".404",".311","85","0.9","-20.0","-8.6","0.8","1006539"
"Greg Bird","Yankees","186","700","32","75","98","0","10.6 %","27.0 %",".213",".244",".211",".301",".424",".313","96","-1.6","-5.7","-10.2","0.8","14131"
"Wayne Kirby","- - -","516","1325","14","183","119","44","7.4 %","12.7 %",".093",".281",".252",".309",".345",".295","76","0.0","-40.6","5.9","0.8","1006964"
"Darnell McDonald","- - -","331","854","20","102","83","14","8.0 %","21.7 %",".147",".304",".250",".314",".397",".314","90","-4.0","-14.5","-6.8","0.8","1867"
"Ryon Healy","- - -","401","1599","69","177","214","0","4.7 %","22.2 %",".190",".298",".261",".298",".452",".318","102","-11.0","-7.3","-39.0","0.8","15447"
"Steve Decker","- - -","263","787","13","60","72","2","9.7 %","15.8 %",".093",".248",".221",".299",".314",".279","68","-0.1","-30.2","12.4","0.8","1003129"
"Donnie Murphy","- - -","335","931","33","102","119","7","6.9 %","28.4 %",".183",".264",".212",".279",".395",".294","80","1.7","-20.8","-1.8","0.8","4704"
"Max Venable","- - -","727","1561","18","176","128","64","7.7 %","14.0 %",".104",".272",".241",".302",".345",".292","81","5.4","-29.1","-13.9","0.8","1013401"
"Eric Bruntlett","- - -","512","895","11","115","72","31","8.5 %","17.5 %",".099",".272",".231",".303",".330",".283","65","6.4","-32.9","12.1","0.8","1753"
"Ron Darling","- - -","390","608","2","39","21","1","2.5 %","28.8 %",".059",".211",".144",".169",".203",".170","2","0.1","-68.4","56.1","0.8","1002989"
"Mike Rivera","- - -","189","605","13","51","69","3","7.1 %","19.5 %",".133",".280",".239",".302",".372",".292","75","-5.6","-24.5","12.8","0.8","493"
"Lou Brock","Cardinals","120","436","5","56","38","21","5.3 %","9.9 %",".094",".326",".304",".342",".398",".331","103","-0.5","1.2","-8.2","0.8","1001458"
"Bombo Rivera","- - -","161","421","5","51","41","5","5.0 %","14.7 %",".117",".297",".259",".297",".376",".301","79","-1.0","-11.6","5.9","0.8","1011000"
"Chris Burke","- - -","477","1443","23","176","111","40","7.8 %","16.8 %",".120",".277",".239",".315",".359",".299","76","7.1","-36.9","-2.5","0.8","2164"
"Jason Conti","- - -","182","461","6","47","47","7","7.2 %","26.9 %",".124",".323",".238",".296",".362",".288","69","0.5","-18.0","9.9","0.8","1199"
"Roberto Petagine","- - -","242","438","12","48","54","1","14.4 %","23.5 %",".150",".281",".227",".345",".377",".325","96","-2.4","-4.7","-1.8","0.8","8607"
"Rick Schu","- - -","579","1729","41","189","134","17","8.0 %","16.3 %",".138",".276",".246",".310",".384",".311","93","-3.6","-18.7","-31.7","0.8","1011650"
"Patrick Corbin","- - -","210","407","0","29","23","0","4.4 %","35.6 %",".042",".259",".154",".197",".196",".178","-1","-0.6","-51.1","45.7","0.8","9323"
"Tony Tarasco","- - -","457","1129","34","151","118","39","9.4 %","15.1 %",".157",".256",".240",".313",".397",".310","83","3.3","-21.7","-9.7","0.8","1486"
"Austin Romine","Yankees","369","1116","25","114","135","4","5.3 %","22.5 %",".127",".289",".239",".281",".366",".279","71","-6.5","-45.0","15.0","0.8","5491"
"Skeeter Barnes","- - -","353","675","14","95","83","20","6.1 %","11.0 %",".130",".272",".259",".306",".389",".310","88","-3.3","-12.8","-1.4","0.8","1000575"
"Carlos Febles","Royals","506","1892","24","255","146","68","8.6 %","15.7 %",".104",".291",".250",".328",".354",".308","75","4.2","-56.9","-1.2","0.8","598"
"Edwin Jackson","- - -","429","335","2","24","13","1","4.2 %","38.2 %",".034",".280",".165",".202",".199",".183","7","-0.4","-37.8","34.6","0.8","1841"
"Josh Anderson","- - -","179","519","4","73","47","36","5.0 %","15.8 %",".080",".319",".272",".313",".352",".296","74","5.4","-11.5","1.5","0.8","6032"
"Jose Macias","- - -","659","1789","26","201","173","43","5.2 %","13.6 %",".115",".285",".256",".298",".371",".293","74","-1.4","-61.4","8.8","0.7","476"
"Kurt Bevacqua","- - -","495","1093","8","86","136","5","11.7 %","11.9 %",".084",".268",".242",".329",".326",".298","88","-2.6","-18.0","-10.8","0.7","1000935"
"Tyler White","- - -","257","859","26","76","103","1","10.1 %","24.2 %",".174",".287",".236",".315",".409",".313","98","-1.1","-3.5","-19.0","0.7","15564"
"Mike Kelly","- - -","327","749","22","111","86","30","7.2 %","25.0 %",".180",".299",".241",".300",".421",".315","85","1.2","-13.1","-4.5","0.7","1006809"
"Sam Khalifa","Pirates","164","558","2","39","37","5","9.5 %","15.4 %",".066",".260",".219",".294",".285",".256","57","-0.7","-28.8","18.2","0.7","1006887"
"Nick Senzel","Reds","104","414","12","55","42","14","7.2 %","24.4 %",".171",".319",".256",".315",".427",".315","90","-0.4","-5.9","0.2","0.7","19293"
"Andre Robertson","Yankees","254","778","5","80","54","4","3.3 %","15.4 %",".076",".293",".251",".279",".327",".273","69","-2.4","-30.9","13.4","0.7","1011021"
"Lloyd McClendon","- - -","570","1375","35","150","154","15","10.4 %","12.0 %",".137",".254",".244",".325",".381",".318","97","-2.1","-9.1","-30.2","0.7","1008394"
"Ryan Vogelsong","- - -","288","374","1","24","12","0","4.3 %","35.6 %",".039",".236",".138",".192",".177",".173","3","-0.2","-42.8","38.5","0.7","1011"
"Jim Spencer","- - -","315","991","42","124","114","2","9.1 %","11.7 %",".190",".223",".233",".301",".423",".317","97","-0.4","-1.5","-22.2","0.7","1012325"
"Jason Ellison","- - -","344","609","8","89","35","22","5.9 %","14.4 %",".097",".285",".251",".302",".348",".288","70","-1.4","-24.9","12.2","0.7","1704"
"Christian Colon","- - -","150","394","1","34","26","5","7.6 %","15.7 %",".062",".308",".256",".321",".318",".287","76","-3.4","-15.1","8.5","0.7","11145"
"Alex Presley","- - -","450","1503","29","157","111","30","5.4 %","18.8 %",".125",".311",".263",".306",".388",".303","90","1.5","-15.6","-24.8","0.7","5305"
"Jeff Kunkel","- - -","357","935","18","88","73","9","4.0 %","25.0 %",".134",".282",".221",".259",".355",".276","69","-1.6","-35.5","12.1","0.7","1007211"
"Leury Garcia","- - -","464","1550","23","186","119","56","3.7 %","24.5 %",".100",".331",".256",".292",".357",".281","74","10.6","-36.8","-6.9","0.7","5913"
"Mike O'Berry","- - -","197","433","3","38","27","1","9.9 %","17.8 %",".056",".231",".191",".274",".247",".248","48","0.2","-25.7","19.0","0.7","1009680"
"Rick Reuschel","- - -","317","705","2","46","47","2","4.1 %","25.5 %",".047",".214",".152",".191",".199",".181","3","-0.9","-79.2","63.5","0.7","1010852"
"Darryl Motley","- - -","413","1420","44","156","159","19","4.7 %","13.1 %",".159",".251",".243",".280",".402",".301","84","-5.0","-31.9","-6.3","0.7","1009260"
"Dave Cash","- - -","206","640","3","49","42","13","7.3 %","5.2 %",".068",".266",".257",".310",".325",".288","81","-1.0","-14.7","1.2","0.7","1002041"
"Donovan Osborne","- - -","166","300","1","18","19","1","4.0 %","29.0 %",".058",".240",".162",".202",".220",".194","11","-0.3","-32.8","30.5","0.7","299"
"Mike Kinkade","- - -","222","491","13","56","48","5","6.9 %","18.1 %",".142",".297",".256",".350",".399",".334","105","-1.0","1.7","-11.2","0.7","660"
"Kurt Abbott","- - -","702","2227","62","273","242","22","6.0 %","25.6 %",".167",".324",".256",".305",".423",".316","84","-0.6","-48.1","-17.3","0.7","1000013"
"Mark Smith","- - -","414","1081","32","125","130","15","9.0 %","19.5 %",".160",".276",".243",".316",".403",".315","84","-1.1","-23.8","-5.4","0.7","540"
"Shawn Estes","- - -","311","596","4","50","28","1","2.5 %","27.9 %",".062",".227",".159",".187",".221",".183","1","-0.3","-77.0","64.8","0.7","873"
"David Cone","- - -","334","470","0","28","22","0","3.4 %","19.4 %",".022",".199",".155",".192",".177",".174","4","-0.5","-52.0","43.2","0.7","1680"
"Chris Woodward","- - -","660","1896","33","211","191","9","7.2 %","21.1 %",".125",".289",".239",".296",".365",".290","70","1.9","-71.9","13.3","0.7","1329"
"Michael Chavis","Red Sox","95","382","18","46","58","2","8.1 %","33.2 %",".190",".347",".254",".322",".444",".323","96","-2.3","-4.2","-2.4","0.7","17321"
"Cliff Lee","- - -","337","321","2","18","19","2","1.6 %","34.3 %",".052",".272",".175",".189",".227",".184","7","-0.5","-36.1","32.4","0.7","1636"
"Rico Rossy","- - -","147","365","4","43","28","0","9.6 %","12.3 %",".101",".234",".211",".293",".312",".279","65","-1.2","-16.5","11.3","0.7","1011236"
"Colin Moran","- - -","309","1005","25","99","143","0","7.1 %","20.7 %",".143",".326",".274",".328",".417",".317","97","-8.7","-12.3","-13.2","0.7","16909"
"Gary Thomasson","Dodgers","195","491","15","45","57","4","12.2 %","19.6 %",".143",".275",".239",".335",".383",".323","101","0.1","0.9","-10.7","0.7","1012977"
"Bryan LaHair","- - -","195","599","21","66","56","4","10.2 %","30.4 %",".170",".353",".260",".334",".430",".333","106","-2.7","1.3","-13.8","0.7","5462"
