"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","playerid","mlbamid"
"Yency Almonte","- - -","8","6","3","213","0","223.0","8.68","3.83","1.13",".280","68.9%","43.5%","12.8%","95.2","4.44","","4.41","4.50","1.1","15068","622075"
"Jose Lima","- - -","43","62","0","171","146","860.0","4.79","2.70","1.77",".299","65.8%","39.1%","12.4%","","6.00","","5.55","5.04","1.1","475","117769"
"Dan Wright","CHW","20","26","1","70","64","366.2","5.52","4.10","1.60",".281","67.2%","41.0%","14.6%","","5.65","","5.55","4.83","1.1","258","216106"
"Nick Nelson","- - -","5","4","1","74","4","114.1","9.45","5.27","0.47",".329","64.8%","42.6%","5.4%","96.4","5.20","","3.69","4.56","1.1","20153","656793"
"David Festa","MIN","2","6","0","14","13","64.1","10.77","3.22","1.26",".319","68.5%","36.2%","12.9%","94.8","4.90","","3.76","3.58","1.1","30056","701581"
"Nick Ramirez","- - -","7","7","1","104","0","164.2","7.21","3.39","0.93",".294","65.6%","46.9%","10.1%","90.2","4.21","","4.14","4.66","1.0","12575","598286"
"Franklin Morales","- - -","23","30","11","305","47","490.0","7.07","4.10","1.12",".290","72.0%","41.2%","11.0%","93.5","4.56","","4.70","4.57","1.0","5088","462985"
"Kevin Olsen","FLA","0","5","0","28","10","82.2","6.86","4.03","0.76",".331","66.0%","31.8%","8.0%","","5.12","","3.94","4.91","1.0","533","407485"
"Paul Abbott","- - -","31","27","0","100","86","512.0","5.59","4.76","1.39",".266","70.9%","38.6%","14.8%","","5.15","","5.54","5.83","1.0","1061","110015"
"Yohan Pino","- - -","2","7","0","18","12","79.2","7.12","1.92","1.13",".317","66.7%","30.4%","8.5%","89.3","4.63","","3.86","4.14","1.0","6955","464416"
"Brock Burke","- - -","14","11","0","145","7","202.2","8.75","2.66","1.42",".292","74.1%","42.2%","14.2%","94.8","4.04","","4.29","4.02","1.0","17968","656271"
"Blake Stein","KCR","15","17","2","80","34","285.1","7.35","5.14","1.42",".277","71.4%","28.9%","8.5%","","5.24","","5.29","5.21","1.0","632","133121"
"Kason Gabbard","- - -","9","7","0","34","31","163.0","5.69","5.30","0.72",".287","70.7%","59.0%","10.0%","87.1","4.53","","4.88","4.87","1.0","3418","451257"
"Rick Bauer","- - -","11","14","3","187","10","317.0","5.25","3.44","0.99",".286","68.4%","48.4%","9.9%","91.8","4.51","","4.62","4.62","1.0","125","407400"
"Blaine Boyer","- - -","17","27","5","447","0","468.1","5.61","3.17","0.73",".308","65.7%","50.4%","8.5%","93.9","4.55","","4.07","4.38","1.0","2237","430641"
"Josh Winckowski","BOS","13","13","5","115","21","230.2","7.26","3.28","1.13",".318","72.5%","51.5%","13.7%","94.7","4.21","","4.41","4.20","1.0","22387","670174"
"Michael Feliz","- - -","17","9","1","228","1","250.0","11.81","3.92","1.55",".325","67.7%","34.8%","16.4%","95.4","5.29","","4.17","3.79","1.0","11903","593140"
"Jose Arredondo","- - -","22","11","1","214","0","220.0","8.67","4.50","0.86",".274","76.5%","46.0%","9.9%","93.0","3.27","","3.96","4.01","1.0","4722","461766"
"Luiz Gohara","ATL","1","4","1","14","6","49.0","9.00","2.94","0.92",".319","59.6%","31.4%","7.5%","95.6","5.33","","3.46","4.49","1.0","15166","627894"
"Samuel Deduno","- - -","16","20","1","83","44","314.1","6.61","4.38","0.86",".292","73.5%","56.4%","13.9%","90.6","4.38","","4.58","4.27","1.0","5285","465679"
"Justin Miller","- - -","24","14","0","216","33","375.2","7.19","4.48","1.17",".299","71.4%","42.3%","11.4%","87.8","4.82","","4.85","4.71","1.0","1313","277405"
"Austin Adams","- - -","7","7","0","188","2","155.2","12.89","5.67","0.64",".301","72.7%","39.5%","8.5%","94.3","4.10","","3.98","4.47","1.0","13801","613534"
"DL Hall","- - -","5","3","1","42","8","76.0","10.18","3.79","0.95",".354","70.5%","46.5%","10.8%","94.8","4.74","","3.71","3.84","1.0","22207","669084"
"Billy Traber","- - -","12","14","0","96","28","215.0","6.36","3.14","1.21",".333","68.8%","47.0%","12.8%","88.0","5.65","","4.73","4.43","1.0","410","407896"
"J.B. Wendelken","- - -","10","6","2","144","0","159.2","8.51","3.95","0.90",".267","68.6%","41.8%","9.1%","94.6","4.00","","3.95","4.60","1.0","14506","605525"
"Juan Acevedo","- - -","7","22","34","223","0","256.0","5.94","3.76","0.95",".291","70.9%","41.6%","8.2%","","3.97","","4.47","4.53","1.0","458","110032"
"Yariel Rodriguez","TOR","1","8","0","21","21","86.2","8.83","4.15","1.14",".275","69.9%","37.4%","11.1%","","4.47","","4.34","4.42","1.0","33838","684320"
"T.J. House","- - -","5","7","0","29","22","119.2","6.77","2.63","0.83",".347","73.0%","59.0%","16.7%","92.2","4.44","","3.95","3.47","1.0","9121","543334"
"Mark Guthrie","- - -","16","14","2","263","0","214.1","7.68","4.12","1.01",".282","76.4%","52.3%","12.3%","","3.74","","4.31","4.13","1.0","876","115260"
"Declan Cronin","- - -","3","5","0","65","0","81.1","8.85","3.54","0.44",".350","60.3%","57.4%","7.0%","94.0","4.98","","3.29","3.73","1.0","25645","686539"
"Anthony Banda","- - -","10","8","3","138","8","168.1","8.50","3.58","1.02",".340","70.8%","39.6%","9.6%","94.8","4.92","","4.15","4.62","1.0","14706","607455"
"Kelly Wunsch","- - -","11","6","1","257","0","177.0","7.37","4.93","0.71",".245","75.2%","50.2%","8.2%","","3.76","","4.46","4.79","1.0","259","279823"
"Pedro Avila","- - -","8","4","1","72","8","146.1","9.29","4.12","0.80",".291","73.9%","49.2%","10.9%","93.7","3.51","","3.89","4.02","1.0","18864","658648"
"Cooper Criswell","- - -","7","7","0","38","20","137.0","6.83","2.82","1.05",".318","69.0%","49.3%","11.5%","85.4","4.60","","4.37","4.42","1.0","24975","681867"
"Taylor Hearn","- - -","12","15","1","101","25","237.0","8.62","4.10","1.29",".309","66.9%","37.3%","12.2%","95.1","5.35","","4.56","4.64","1.0","18325","621368"
"Grant Roberts","NYM","4","4","1","76","1","101.2","6.82","3.28","0.62",".305","69.5%","45.7%","7.4%","","4.25","","3.54","4.34","1.0","894","150241"
"Jacob Barnes","- - -","16","20","7","328","1","328.2","8.68","3.59","1.15",".306","67.3%","46.3%","13.4%","95.5","4.68","","4.18","4.12","1.0","12323","606930"
"Tommy Layne","- - -","8","5","4","216","0","149.2","8.24","4.33","0.48",".290","72.6%","51.1%","7.4%","90.4","3.61","","3.68","4.09","1.0","7501","518927"
"Jimmy Cordero","- - -","6","7","0","114","1","115.2","7.70","3.27","0.78",".290","68.3%","54.9%","12.7%","97.8","4.36","","3.97","4.08","1.0","15690","622772"
"Alex Meyer","- - -","5","8","0","22","19","95.1","10.10","5.85","1.04",".275","72.1%","43.0%","12.1%","96.1","4.63","","4.49","4.63","1.0","12833","543542"
"Macay McBride","- - -","6","2","2","132","0","103.1","8.54","5.57","0.52",".325","68.3%","45.0%","5.8%","90.3","4.35","","3.96","4.55","1.0","3475","434680"
"Sean West","FLA","8","8","0","22","22","112.2","6.23","3.83","1.04",".315","67.6%","40.3%","8.6%","91.4","5.03","","4.57","4.82","1.0","4393","476811"
"Logan Allen","CLE","15","13","0","44","44","222.2","8.00","3.60","1.54",".316","76.9%","43.0%","15.2%","91.5","4.65","","4.92","4.49","1.0","27589","671106"
"Kyle Crockett","- - -","5","1","0","122","0","74.2","8.80","3.01","0.48",".347","72.5%","51.4%","7.5%","89.5","3.74","","3.09","3.42","1.0","15033","641490"
"Vin Mazzaro","- - -","24","23","1","140","45","383.0","5.48","3.67","1.01",".315","69.6%","43.8%","9.5%","93.2","4.79","","4.68","4.75","1.0","5231","476570"
"Luis L. Ortiz","PIT","12","13","1","59","34","238.1","6.91","3.78","1.13",".265","74.4%","43.2%","10.8%","96.2","3.93","","4.69","4.87","1.0","27646","682847"
"Armando Galarraga","- - -","26","34","0","100","91","542.0","5.75","3.75","1.56",".263","72.1%","40.5%","12.7%","88.6","4.78","","5.43","4.94","1.0","4222","451482"
"Josh Lindblom","- - -","7","12","1","134","16","209.0","8.61","3.75","1.25",".305","72.2%","31.9%","11.1%","91.8","4.78","","4.43","4.57","0.9","7882","458676"
"Brennan Bernardino","- - -","6","5","0","114","9","104.0","9.87","3.63","0.87",".329","76.6%","47.9%","11.6%","92.3","3.63","","3.82","3.87","0.9","16835","657514"
"JT Chargois","- - -","16","7","1","244","8","231.1","8.56","3.42","0.97",".268","78.3%","50.2%","12.9%","95.6","3.35","","4.02","4.00","0.9","13767","608638"
"Chad Fox","- - -","9","7","6","134","0","137.0","10.38","6.18","0.85",".270","80.0%","35.0%","8.2%","93.7","3.48","","4.18","5.10","0.9","684","114354"
"Dedniel Nunez","NYM","2","0","1","25","0","35.0","12.34","2.06","0.77",".276","75.5%","52.6%","10.7%","96.5","2.31","","2.22","2.32","0.9","23055","673380"
"Gabe Speier","- - -","2","6","1","139","1","118.1","10.04","3.04","1.06",".306","71.0%","47.9%","13.6%","94.1","4.18","","3.68","3.56","0.9","17170","642100"
"Dustin Nippert","- - -","14","16","0","119","23","268.0","7.19","4.57","1.18",".310","70.6%","38.6%","10.7%","94.3","5.31","","4.87","4.75","0.9","4426","430962"
"Angel Guzman","CHC","3","10","1","88","14","157.0","8.20","4.18","1.15",".296","71.8%","40.0%","11.4%","95.3","4.82","","4.56","4.40","0.9","2145","425768"
"Sean Reid-Foley","- - -","8","12","0","71","13","131.2","10.32","5.74","1.03",".292","67.2%","44.3%","11.4%","94.3","4.10","","4.37","4.65","0.9","17034","656887"
"Justin Lawrence","COL","12","12","14","182","0","194.0","8.72","5.10","0.79",".337","64.4%","50.9%","11.1%","","5.43","","4.32","4.43","0.9","17639","664875"
"Alec Marsh","KCR","12","18","0","43","33","203.1","9.21","3.45","1.55",".301","71.5%","36.6%","14.6%","94.3","4.96","","4.84","4.44","0.9","27451","679525"
"Tyler Yates","- - -","12","17","4","239","7","248.0","8.06","4.90","0.94",".309","67.4%","47.8%","10.9%","95.8","5.12","","4.46","4.39","0.9","1527","407884"
"Chris Heston","- - -","13","13","0","41","33","194.0","7.01","3.62","0.88",".313","71.0%","51.6%","12.2%","89.6","4.55","","4.26","4.19","0.9","10302","518790"
"Giovanni Carrara","- - -","26","12","4","280","4","375.1","6.79","3.50","1.17",".274","77.7%","38.1%","9.1%","","3.93","","4.53","4.77","0.9","643","112030"
"Kevin McCarthy","KCR","11","6","1","169","0","191.2","5.63","2.86","0.80",".308","72.5%","58.7%","12.7%","92.9","3.80","","4.11","4.23","0.9","15240","641838"
"Eric DuBose","BAL","9","15","0","52","27","188.1","5.50","4.40","1.19",".267","67.3%","47.3%","12.4%","","5.21","","5.17","4.99","0.9","1633","276511"
"Chris Ray","- - -","18","19","51","283","0","281.0","7.37","3.94","1.12",".275","74.3%","39.3%","10.0%","94.7","4.10","","4.46","4.47","0.9","6315","444884"
"Matt Ginter","- - -","5","7","1","96","19","232.0","5.12","2.91","1.20",".308","65.2%","41.3%","9.8%","90.0","5.43","","4.82","4.85","0.9","233","215197"
"Geraldo Guzman","ARI","5","4","0","17","10","69.2","7.23","3.23","1.29",".310","69.8%","","","","5.04","","4.54","","0.9","1005159","275698"
"Porter Hodge","CHC","3","1","9","39","0","43.0","10.88","3.98","0.42",".189","80.1%","41.3%","5.6%","","1.88","","2.75","3.41","0.9","26413","687863"
"Justin De Fratus","PHI","7","6","0","191","0","194.0","7.89","3.57","0.74",".304","70.4%","43.1%","7.8%","93.1","4.08","","3.84","4.21","0.9","4955","518603"
"Zack Thompson","STL","6","10","1","52","12","118.0","9.08","3.58","1.30",".300","72.6%","46.2%","15.3%","93.9","4.50","","4.33","3.94","0.9","25918","668868"
"Kyle Snyder","- - -","8","17","0","93","29","237.2","5.95","3.22","1.29",".318","64.6%","42.4%","11.4%","89.1","5.57","","4.86","4.73","0.9","1689","216897"
"Doug Waechter","- - -","18","27","0","113","54","384.1","5.29","3.02","1.59",".285","67.5%","34.5%","11.5%","91.6","5.34","","5.31","5.17","0.9","1814","425531"
"Dominic Leone","- - -","22","25","8","427","4","429.0","9.31","4.03","1.26",".303","76.1%","42.6%","13.8%","95.0","3.94","","4.31","4.18","0.9","13763","608678"
"Adam Kolarek","- - -","11","4","4","175","0","149.1","6.09","2.59","0.78",".280","74.7%","63.9%","13.4%","90.9","3.62","","4.09","4.12","0.9","10843","592473"
"T.J. McFarland","- - -","26","20","1","433","3","530.2","5.39","2.90","0.80",".314","70.7%","61.7%","13.1%","91.3","4.10","","4.16","4.08","0.9","3237","519008"
"Matt Grace","- - -","5","5","2","181","2","177.1","6.80","2.59","1.02",".318","69.4%","53.3%","13.4%","90.6","4.57","","4.12","4.15","0.9","11449","594840"
"Lee Gardner","- - -","4","5","2","86","0","101.2","6.02","2.83","0.80",".301","74.6%","44.0%","7.3%","87.3","3.01","","4.11","4.51","0.9","1448","421104"
"Dave Williams","- - -","22","31","0","82","72","408.0","5.40","3.64","1.41",".272","71.3%","38.8%","13.0%","","4.83","","5.31","4.99","0.9","1013","400063"
"Rhett Lowder","CIN","2","2","0","6","6","30.2","6.46","4.11","0.00",".272","89.7%","38.5%","0.0%","93.8","1.17","","3.10","4.73","0.9","33876","695076"
"Mike Crudale","- - -","3","1","0","71","1","73.1","7.36","3.93","0.49",".245","83.9%","36.1%","4.3%","","2.09","","3.45","4.50","0.9","1148","407866"
"Ryan Dull","- - -","8","9","4","171","0","171.1","8.93","2.68","1.52",".261","68.2%","34.6%","13.3%","91.4","4.31","","4.35","4.31","0.9","13974","623430"
"David Purcey","- - -","7","13","1","111","21","206.0","7.60","5.16","0.96",".293","69.6%","33.9%","7.9%","92.5","4.98","","4.61","4.98","0.9","8360","453515"
"Dicky Gonzalez","- - -","3","2","0","20","7","66.1","5.16","2.58","0.68",".330","67.0%","40.9%","11.1%","","5.02","","3.79","3.75","0.9","777","276508"
"Carmen Mlodzinski","PIT","8","8","1","75","5","86.2","8.31","3.84","0.62",".268","72.6%","46.7%","7.2%","95.9","2.91","","3.64","4.24","0.9","27572","669387"
"J.P. Feyereisen","- - -","8","5","5","93","2","100.2","8.40","4.29","0.98",".188","73.4%","35.4%","8.5%","93.1","2.95","","4.20","4.94","0.9","16610","656420"
"Dane de la Rosa","- - -","6","1","2","90","0","87.0","8.07","3.72","0.62",".293","66.9%","50.6%","9.1%","94.8","4.24","","3.43","3.57","0.9","10095","451773"
"Tim Crabtree","TEX","2","12","6","89","0","103.2","6.08","3.91","0.87",".331","64.3%","","","","5.47","","4.41","","0.9","1002715","112775"
"Adam Liberatore","LAD","6","5","0","118","0","88.2","9.44","3.65","0.61",".293","74.3%","43.9%","7.6%","93.0","3.55","","3.25","3.79","0.9","10637","571893"
"Randy Vasquez","- - -","6","9","0","31","25","135.2","6.30","3.12","1.19",".307","76.3%","38.1%","10.5%","94.4","4.31","","4.78","5.00","0.9","24719","681190"
"Jorge Julio","- - -","17","34","99","453","0","467.0","8.63","4.49","1.25",".286","71.9%","43.4%","12.9%","95.2","4.43","","4.59","4.32","0.9","148","406402"
"Ryan Speier","COL","7","3","0","90","0","99.1","5.26","3.81","0.36",".313","72.6%","49.7%","4.3%","79.4","3.99","","3.96","4.69","0.8","3808","434627"
"Jairo Diaz","- - -","7","7","9","110","0","107.1","9.06","3.94","1.09",".343","67.0%","49.5%","13.8%","97.1","4.86","","4.23","4.28","0.8","12774","545064"
"Alan Benes","- - -","6","7","1","53","12","123.1","6.42","4.45","1.24",".328","65.0%","33.7%","6.3%","","5.91","","4.95","4.35","0.8","265","110853"
"Matt Guerrier","- - -","27","35","6","555","3","623.0","5.94","2.98","1.00",".267","76.5%","44.5%","9.4%","91.9","3.52","","4.31","4.42","0.8","2061","407825"
"Luis Medina","OAK","5","14","0","31","25","149.2","8.30","4.63","1.08",".309","66.3%","42.3%","11.0%","96.1","5.35","","4.67","4.86","0.8","21649","665622"
"Buddy Carlyle","- - -","12","10","1","143","20","254.2","7.17","3.18","1.27",".297","67.1%","35.6%","11.1%","90.9","5.02","","4.52","4.30","0.8","2010","234194"
"John Rheinecker","TEX","8","9","0","44","20","121.0","5.06","3.50","1.12",".352","67.9%","57.9%","14.4%","87.5","5.65","","4.96","4.50","0.8","2165","425850"
"Hector Velazquez","BOS","11","7","0","89","19","166.0","6.56","3.31","0.98",".315","73.9%","45.3%","10.6%","91.5","3.90","","4.41","4.85","0.8","19341","584171"
"Kyle Lobstein","- - -","6","10","0","37","17","129.1","5.22","3.48","0.90",".303","66.4%","49.8%","9.9%","88.5","5.22","","4.49","4.63","0.8","9178","543456"
"Jonathan Pettibone","PHI","5","5","0","20","20","109.1","5.93","3.38","0.91",".324","71.5%","49.3%","10.9%","91.6","4.45","","4.31","4.25","0.8","7106","543643"
"Jesse Carlson","TOR","8","8","3","162","0","141.1","7.26","2.99","1.02",".261","75.4%","37.6%","9.2%","84.2","3.63","","4.11","4.25","0.8","4391","434482"
"Shawn Tolleson","- - -","14","8","46","215","0","218.0","8.79","3.18","1.28",".290","77.1%","43.0%","13.7%","93.6","3.92","","4.14","3.76","0.8","10481","474521"
"Ryan Merritt","CLE","3","0","0","9","5","31.2","3.69","1.14","0.00",".294","77.8%","53.7%","0.0%","87.3","1.71","","2.71","4.03","0.8","13688","607320"
"Jose Castillo","SDP","3","3","0","40","0","40.1","12.27","3.57","0.67",".267","65.4%","38.6%","8.1%","94.9","4.24","","2.96","3.51","0.8","17169","620454"
"Andy Benes","STL","24","20","0","75","63","370.1","6.78","4.37","1.70",".279","72.8%","34.9%","7.6%","","5.05","","5.57","5.25","0.8","1144","110854"
"Kevin Cameron","- - -","2","0","1","69","0","86.1","7.30","5.00","0.10",".299","69.5%","46.1%","1.1%","90.7","3.02","","3.39","4.56","0.8","3523","452298"
"Travis Driskill","- - -","11","14","1","57","19","196.0","5.65","2.80","1.38",".315","68.6%","44.7%","14.4%","87.5","5.23","","4.80","4.31","0.8","134","150344"
"Anthony Misiewicz","- - -","8","9","0","131","0","115.2","8.87","2.96","1.17",".337","69.9%","37.3%","11.2%","94.1","4.67","","3.92","4.19","0.8","18152","664948"
"Jared Fernandez","- - -","4","7","0","37","17","108.2","5.05","3.98","0.83",".315","66.5%","47.7%","8.3%","","5.05","","4.60","4.91","0.8","324","220594"
"Duane Underwood Jr.","- - -","5","10","3","144","2","190.2","8.45","3.54","0.99",".325","68.5%","45.4%","12.2%","94.7","4.63","","4.08","4.18","0.8","14677","621249"
"Todd Redmond","- - -","5","8","1","67","16","171.1","7.93","3.26","1.16",".297","72.4%","30.6%","8.7%","90.9","4.25","","4.24","4.53","0.8","9943","445170"
"Jerry Spradlin","- - -","4","5","7","58","1","90.0","6.70","3.20","1.10",".326","60.0%","","","","6.00","","4.43","","0.8","1012353","122609"
"Chris Leroux","- - -","1","3","0","65","0","71.2","8.29","4.40","0.38",".368","60.1%","48.9%","4.7%","94.3","6.03","","3.31","3.92","0.8","7645","460092"
"Peter Strzelecki","- - -","5","6","1","77","0","83.2","9.25","3.23","0.65",".292","75.3%","35.8%","6.7%","92.9","3.44","","3.49","4.24","0.8","21367","657265"
"Gary Majewski","- - -","9","13","2","231","0","242.1","5.31","3.34","0.71",".332","69.2%","49.0%","7.3%","92.5","4.75","","4.28","4.73","0.8","2131","400008"
"Josiah Gray","- - -","17","27","0","74","73","386.2","8.89","4.28","1.89",".276","78.1%","34.5%","15.8%","94.3","4.84","","5.51","4.90","0.8","24580","680686"
"Seth Maness","- - -","18","10","7","252","0","247.0","5.68","1.71","0.84",".313","76.4%","59.0%","13.6%","90.5","3.21","","3.68","3.44","0.8","12235","595307"
"Rob Zastryzny","- - -","4","0","0","54","5","67.0","7.25","4.16","0.40",".319","64.8%","44.8%","4.2%","91.0","4.30","","3.72","4.90","0.8","15094","642239"
"Orber Moreno","NYM","3","1","1","40","0","42.2","7.17","2.95","0.21",".292","58.6%","52.8%","2.7%","","4.22","","2.95","3.91","0.8","617","150205"
"Jake Bird","COL","7","9","1","143","3","177.0","7.63","3.81","0.92",".316","70.9%","52.3%","12.1%","94.7","4.53","","4.35","4.35","0.8","21267","656234"
